source_dataset,id,pid,name,unit-name,noneng-name,owner,parent,areas,subnat,status,start-year,capacity,annual-co2-(million-tonnes-/-annum),lifetime-co2-(million-tonnes),capacity-factor,heat-rate-(btu-per-kwh),emission-factor-(kg-of-co2-per-tj),latitude,longitude,url,alternate-fuel,areas-subnat-sat-display,capacity-details,capacity-table,captive,captive-industry-use,captive-residential-use,china-capacity-payment-recipient,chp,cleaned-cap,coal-phaseout-year,coal-source,coal-type,combustion-technology,conversion-factor,conversion-to-(fuel),conversion-to-(gem-unit-id),count-of-semi,country-to-check,float-col-clean-lat,float-col-clean-lng,"local-area-(taluk,-county)",location,location-accuracy,"major-area-(prefecture,-district)",multi-country,name-search,net-zero-year,original-units,other-name,owner-gem-entity-id,owner-search,parent-gem-entity-id,parent-search,permit-date,permit-parsed,permits,planned-retirement,plant-age-(years),region,remaining-plant-lifetime-(years),retired-year,scaling-capacity,status-legend,subregion,tracker-acro,tracker-custom,tracker-display,tracker-legend,units-of-m,wiki-from-name
coal,G100000102073,L100000100207,Anhui Huai Tianjia'an power station,Unit 16,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,shelved,,1000,4.0,138.9,0.54,8272,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",1000.0,1000.0,,,,,,1000.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Panji,Gaohuang Town,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,0,Asia,35,,55480.0,shelved,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000101997,L100000100207,Anhui Huai Tianjia'an power station,Unit 2,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,retired,1972,120,0.0,0.0,0.0,12618,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",120.0,120.0,,,,,,120.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,35,Asia,0,2007,6657.599999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000101998,L100000100207,Anhui Huai Tianjia'an power station,Unit 3,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,retired,1977,137,0.0,0.0,0.0,12618,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",137.5,137.5,,,,,,137.5,,,unknown,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,30,Asia,0,2007,7628.5,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000101999,L100000100207,Anhui Huai Tianjia'an power station,Unit 4,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,retired,1977,137,0.0,0.0,0.0,12618,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",137.5,137.5,,,,,,137.5,,,unknown,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,30,Asia,0,2007,7628.5,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000102000,L100000100207,Anhui Huai Tianjia'an power station,Unit 5,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,operating,1996,320,1.7,10.3,0.54,11313,94600,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",320.0,320.0,,,,yes,yes,320.0,,,bituminous,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,29,Asia,6,,17753.6,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000102001,L100000100207,Anhui Huai Tianjia'an power station,Unit 6,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,operating,2005,320,1.7,25.6,0.54,11313,94600,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",320.0,320.0,,,,yes,yes,320.0,,,bituminous,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,20,Asia,15,,17753.6,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000115509,L100000104928,Anhui Huaining cogen power station,Unit 3,安徽怀宁经济开发区热电联产,Anhui Yingyi Thermal Power Co Ltd [100%],INTCO MEDICAL Technology Co Ltd [80.0%]; Anhui Yongning Investment Holding Group Co Ltd [20.0%],China;,Anhui,operating,2024,30,0.2,5.1,0.54,10442,96100,30.757948,116.800461,https://www.gem.wiki/Anhui_Huaining_cogen_power_station,,"Anhui, China",30.0,30.0,,,,,yes,30.0,,,unknown,subcritical,55.48,,,['China'],['China'],30.757948,116.800461,Huaining,,exact,Anqing,f,Anhui Huaining cogen power station,2060,MW,,E100000121613 [100%],Anhui Yingyi Thermal Power Co Ltd [100%],E100000123735 [80.0%]; E100000124658 [20.0%],INTCO MEDICAL Technology Co Ltd [80.0%]; Anhui Yongning Investment Holding Group Co Ltd [20.0%],2-Nov-20,"Year: 2020, Month: 11, Day: 2",2-Nov-20,,1,Asia,34,,1664.3999999999999,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huaining_cogen_power_station
coal,G100000115510,L100000104928,Anhui Huaining cogen power station,Unit 4,安徽怀宁经济开发区热电联产,Anhui Yingyi Thermal Power Co Ltd [100%],INTCO MEDICAL Technology Co Ltd [80.0%]; Anhui Yongning Investment Holding Group Co Ltd [20.0%],China;,Anhui,operating,2024,30,0.2,5.1,0.54,10442,96100,30.757948,116.800461,https://www.gem.wiki/Anhui_Huaining_cogen_power_station,,"Anhui, China",30.0,30.0,,,,,yes,30.0,,,unknown,subcritical,55.48,,,['China'],['China'],30.757948,116.800461,Huaining,,exact,Anqing,f,Anhui Huaining cogen power station,2060,MW,,E100000121613 [100%],Anhui Yingyi Thermal Power Co Ltd [100%],E100000123735 [80.0%]; E100000124658 [20.0%],INTCO MEDICAL Technology Co Ltd [80.0%]; Anhui Yongning Investment Holding Group Co Ltd [20.0%],2-Nov-20,"Year: 2020, Month: 11, Day: 2",2-Nov-20,,1,Asia,34,,1664.3999999999999,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huaining_cogen_power_station
coal,G100000113355,L100000100202,Anhui Hwasu power station,Phase II Unit 3,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],China;,Anhui,cancelled,,300,0.0,0.0,0.0,9572,96100,32.584793,117.253237,https://www.gem.wiki/Anhui_Hwasu_power_station,,"Anhui, China",300.0,300.0,chemicals,both,,,yes,300.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.584793,117.253237,Dingyuan,Luqiao Town,exact,Chuzhou,f,Anhui Hwasu power station,2060,MW,,E100000121614 [100%],Anhui Hwasu Co Ltd [100%],E100000121614 [100.0%],Anhui Hwasu Co Ltd [100.0%],,,,,0,Asia,0,,16644.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Hwasu_power_station
coal,G100000113356,L100000100202,Anhui Hwasu power station,Phase II Unit 4,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],China;,Anhui,cancelled,,300,0.0,0.0,0.0,9572,96100,32.584793,117.253237,https://www.gem.wiki/Anhui_Hwasu_power_station,,"Anhui, China",300.0,300.0,chemicals,both,,,yes,300.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.584793,117.253237,Dingyuan,Luqiao Town,exact,Chuzhou,f,Anhui Hwasu power station,2060,MW,,E100000121614 [100%],Anhui Hwasu Co Ltd [100%],E100000121614 [100.0%],Anhui Hwasu Co Ltd [100.0%],,,,,0,Asia,0,,16644.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Hwasu_power_station
coal,G100000113357,L100000100202,Anhui Hwasu power station,Phase II Unit 5,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],China;,Anhui,cancelled,,300,0.0,0.0,0.0,9572,96100,32.584793,117.253237,https://www.gem.wiki/Anhui_Hwasu_power_station,,"Anhui, China",300.0,300.0,chemicals,both,,,yes,300.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.584793,117.253237,Dingyuan,Luqiao Town,exact,Chuzhou,f,Anhui Hwasu power station,2060,MW,,E100000121614 [100%],Anhui Hwasu Co Ltd [100%],E100000121614 [100.0%],Anhui Hwasu Co Ltd [100.0%],,,,,0,Asia,0,,16644.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Hwasu_power_station
coal,G100000100240,L100000100202,Anhui Hwasu power station,Phase I Unit 1,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],China;,Anhui,operating,2012,300,1.5,33.1,0.54,10442,96100,32.584793,117.253237,https://www.gem.wiki/Anhui_Hwasu_power_station,,"Anhui, China",300.0,300.0,chemicals,both,,,yes,300.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.584793,117.253237,Dingyuan,Luqiao Town,exact,Chuzhou,f,Anhui Hwasu power station,2060,MW,,E100000121614 [100%],Anhui Hwasu Co Ltd [100%],E100000121614 [100.0%],Anhui Hwasu Co Ltd [100.0%],31-Jul-15,"Year: 2015, Month: 7, Day: 31",31-Jul-15,,13,Asia,22,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Hwasu_power_station
coal,G100000100241,L100000100202,Anhui Hwasu power station,Phase I Unit 2,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],China;,Anhui,operating,2012,300,1.5,33.1,0.54,10442,96100,32.584793,117.253237,https://www.gem.wiki/Anhui_Hwasu_power_station,,"Anhui, China",300.0,300.0,chemicals,both,,,yes,300.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.584793,117.253237,Dingyuan,Luqiao Town,exact,Chuzhou,f,Anhui Hwasu power station,2060,MW,,E100000121614 [100%],Anhui Hwasu Co Ltd [100%],E100000121614 [100.0%],Anhui Hwasu Co Ltd [100.0%],31-Jul-15,"Year: 2015, Month: 7, Day: 31",31-Jul-15,,13,Asia,22,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Hwasu_power_station
coal,G100000113391,L100000100212,Anhui Shucheng power station,Unit 1,国电舒城电厂,China Guodian Corp [100%],China Guodian Corp [100.0%],China;,Anhui,cancelled,,600,0.0,0.0,0.0,8605,96100,31.49328,117.222538,https://www.gem.wiki/Anhui_Shucheng_power_station,,"Anhui, China",600.0,600.0,,,,,,600.0,,,unknown,unknown,55.48,,,['China'],['China'],31.49328,117.222538,Shucheng,Baishenmiao Town,exact,Lu'an,f,Anhui Shucheng power station,2060,MW,,E100001000474 [100%],China Guodian Corp [100%],E100001000474 [100.0%],China Guodian Corp [100.0%],,,,,0,Asia,0,,33288.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Shucheng_power_station
coal,G100000113392,L100000100212,Anhui Shucheng power station,Unit 2,国电舒城电厂,China Guodian Corp [100%],China Guodian Corp [100.0%],China;,Anhui,cancelled,,600,0.0,0.0,0.0,8605,96100,31.49328,117.222538,https://www.gem.wiki/Anhui_Shucheng_power_station,,"Anhui, China",600.0,600.0,,,,,,600.0,,,unknown,unknown,55.48,,,['China'],['China'],31.49328,117.222538,Shucheng,Baishenmiao Town,exact,Lu'an,f,Anhui Shucheng power station,2060,MW,,E100001000474 [100%],China Guodian Corp [100%],E100001000474 [100.0%],China Guodian Corp [100.0%],,,,,0,Asia,0,,33288.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Shucheng_power_station
coal,G100000114217,L100000104586,Anhui Xinyuan power station,Unit 3,安徽新源热电,Anhui Xinyuan Thermoelectricity Co Ltd [100%],Bengbu Zhongcheng State Owned Capital Investment and Operation Co Ltd [85.0%]; Anhui Province Energy Group Co Ltd [15.0%],China;,Anhui,retired,1989,30,0.0,0.0,0.0,12618,96100,32.93653,117.323709,https://www.gem.wiki/Anhui_Xinyuan_power_station,,"Anhui, China",30.0,30.0,,,,yes,yes,30.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.93653,117.323709,Yuhui,220 Changzheng Road,exact,Bengbu,f,Anhui Xinyuan power station,2060,MW,,E100000121615 [100%],Anhui Xinyuan Thermoelectricity Co Ltd [100%],E100000125199 [85.0%]; E100000124116 [15.0%],Bengbu Zhongcheng State Owned Capital Investment and Operation Co Ltd [85.0%]; Anhui Province Energy Group Co Ltd [15.0%],,,,,36,Asia,0,2025,1664.3999999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Xinyuan_power_station
coal,G100000100243,L100000100203,Anhui Xuancheng power station,Phase III Unit 3,中煤宣城发电厂,SDIC Xuancheng Electric Power Co Ltd [100%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],China;,Anhui,permitted,,660,2.6,90.2,0.54,8272,94600,30.86956,118.865,https://www.gem.wiki/Anhui_Xuancheng_power_station,,"Anhui, China",660.0,660.0,,,,,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],30.86956,118.865,Xuanzhou District,Xiangyang Town,exact,Xuancheng,f,Anhui Xuancheng power station,2060,MW,,E100000121616 [100%],SDIC Xuancheng Electric Power Co Ltd [100%],E100001000399 [51.0%]; E100000121636 [49.0%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],28-Jan-23,"Year: 2023, Month: 1, Day: 28",28-Jan-23,,0,Asia,35,,36616.799999999996,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Xuancheng_power_station
coal,G100000100244,L100000100203,Anhui Xuancheng power station,Phase III Unit 4,中煤宣城发电厂,SDIC Xuancheng Electric Power Co Ltd [100%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],China;,Anhui,permitted,,660,2.6,90.2,0.54,8272,94600,30.86956,118.865,https://www.gem.wiki/Anhui_Xuancheng_power_station,,"Anhui, China",660.0,660.0,,,,,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],30.86956,118.865,Xuanzhou District,Xiangyang Town,exact,Xuancheng,f,Anhui Xuancheng power station,2060,MW,,E100000121616 [100%],SDIC Xuancheng Electric Power Co Ltd [100%],E100001000399 [51.0%]; E100000121636 [49.0%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],28-Jan-23,"Year: 2023, Month: 1, Day: 28",28-Jan-23,,0,Asia,35,,36616.799999999996,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Xuancheng_power_station
coal,G100000100245,L100000100203,Anhui Xuancheng power station,Phase I Unit 1,中煤宣城发电厂,SDIC Xuancheng Electric Power Co Ltd [100%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],China;,Anhui,operating,2008,660,2.8,51.0,0.54,9099,94600,30.86956,118.865,https://www.gem.wiki/Anhui_Xuancheng_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],30.86956,118.865,Xuanzhou District,Xiangyang Town,exact,Xuancheng,f,Anhui Xuancheng power station,2060,MW,,E100000121616 [100%],SDIC Xuancheng Electric Power Co Ltd [100%],E100001000399 [51.0%]; E100000121636 [49.0%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],31-Aug-06,"Year: 2006, Month: 8, Day: 31",31-Aug-06,,17,Asia,18,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Xuancheng_power_station
coal,G100000100242,L100000100203,Anhui Xuancheng power station,Phase I Unit 2,中煤宣城发电厂,SDIC Xuancheng Electric Power Co Ltd [100%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],China;,Anhui,operating,2015,660,2.8,70.9,0.54,9099,94600,30.86956,118.865,https://www.gem.wiki/Anhui_Xuancheng_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],30.86956,118.865,Xuanzhou District,Xiangyang Town,exact,Xuancheng,f,Anhui Xuancheng power station,2060,MW,,E100000121616 [100%],SDIC Xuancheng Electric Power Co Ltd [100%],E100001000399 [51.0%]; E100000121636 [49.0%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],8-May-14,"Year: 2014, Month: 5, Day: 8",8-May-14,,10,Asia,25,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Xuancheng_power_station
coal,G100000100251,L100000100456,Anlong power station,Unit 1,"安龙煤电化一体化产业基地热电联产, 安龙火电2×350MW超临界CFB机组工程项目",Guizhou Anlong Xinyu Resources Development Co Ltd [100%],Guizhou Jinzhou Electric Power Group Co Ltd [45.9%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [41.6%]; Anlong County Ficial Service Center [10.0%]; unknown [2.5%],China;,Guizhou,pre-permit,,350,1.6,54.3,0.54,9250,96100,25.29337,105.388822,https://www.gem.wiki/Anlong_power_station,,"Guizhou, China",350.0,350.0,,,,,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],25.29337,105.388822,Anlong County,Puping Town,exact,Qianxi AP,f,Anlong power station,2060,MW,,E100000121858 [100%],Guizhou Anlong Xinyu Resources Development Co Ltd [100%],E100000123367 [45.9%]; E100000124912 [41.6%]; E100000125896 [10.0%]; E100000132388 [2.5%],Guizhou Jinzhou Electric Power Group Co Ltd [45.9%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [41.6%]; Anlong County Ficial Service Center [10.0%]; unknown [2.5%],31-Dec-14,"Year: 2014, Month: 12, Day: 31",31-Dec-14,,0,Asia,35,,19418.0,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anlong_power_station
coal,G100000100252,L100000100456,Anlong power station,Unit 2,"安龙煤电化一体化产业基地热电联产, 安龙火电2×350MW超临界CFB机组工程项目",Guizhou Anlong Xinyu Resources Development Co Ltd [100%],Guizhou Jinzhou Electric Power Group Co Ltd [45.9%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [41.6%]; Anlong County Ficial Service Center [10.0%]; unknown [2.5%],China;,Guizhou,pre-permit,,350,1.6,54.3,0.54,9250,96100,25.29337,105.388822,https://www.gem.wiki/Anlong_power_station,,"Guizhou, China",350.0,350.0,,,,,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],25.29337,105.388822,Anlong County,Puping Town,exact,Qianxi AP,f,Anlong power station,2060,MW,,E100000121858 [100%],Guizhou Anlong Xinyu Resources Development Co Ltd [100%],E100000123367 [45.9%]; E100000124912 [41.6%]; E100000125896 [10.0%]; E100000132388 [2.5%],Guizhou Jinzhou Electric Power Group Co Ltd [45.9%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [41.6%]; Anlong County Ficial Service Center [10.0%]; unknown [2.5%],31-Dec-14,"Year: 2014, Month: 12, Day: 31",31-Dec-14,,0,Asia,35,,19418.0,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anlong_power_station
