FID,County name,Province name,Storage potential-DSA (Mt),Storage potential-EOR (Mt),Storage potential-ALL (Mt),Injection rate capability-DSA (Mt/a),Injection rate capability-EOR (Mt/a)
2863,Xinxing City,Xinjiang Uygur Autonomous Region,0,0,0,0,0
2864,Binjiang District,Zhejiang,0,0,0,0,0
2865,Chun'an County,Zhejiang,0,0,0,0,0
2866,Fuyang District,Zhejiang,0,0,0,0,0
2867,Gongshu District,Zhejiang,0,0,0,0,0
2868,Jiande City,Zhejiang,0,0,0,0,0
2869,Qiantang District,Zhejiang,0,0,0,0,0
2870,Lin'an District,Zhejiang,0,0,0,0,0
2871,Shangcheng District,Zhejiang,0,0,0,0,0
2872,Tonglu County,Zhejiang,0,0,0,0,0
2873,Xihu District,Zhejiang,0,0,0,0,0
2874,Xiaoshan District,Zhejiang,0,0,0,0,0
2875,Yuhang District,Zhejiang,0,0,0,0,0
2876,Linping District,Zhejiang,0,0,0,0,0
